Student ID,School,Gender,Class level,Parental educational level,Week1_attendance,Week2_attendance,Week3_attendance,Week4_attendance,Week5_attendance,Week6_attendance,Week7_attendance,Week8_attendance,Week9_attendance,Week10_attendance,Week11_attendance,Week12_attendance,Week13_attendance,Week14_attendance,Semester 1 average,Semester 2 average,Semester difference,Household income level,Family dropout history,Child labor involvement,Travel time to school,Mode of transport,Teacher relationship quality,Peer relationship quality,Extra-curricular activities,Section,Household income level (standardized),Travel time to school (minutes),grade_number,stream_letter,subgroup,level_prefix,long_commute_flag,long_walk_flag,attendance_rate,low_attendance_weeks,academic_domain,attendance_domain,income_score,family_dropout_penalty,child_labor_penalty,socioeconomic_domain,teacher_rel_score,peer_rel_score,has_extracurricular,engagement_domain,accessibility_domain,cluster,dropout_risk
316,Weweso MA,Female,5B,SHS,0.5,1.0,0.6,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,52.33,8.48,-43.84999999999999,2,No,Yes,3 Minutes,Public transport,Good,Good,Arts & Performance,,Average,3,5,B,,,0,0,0.9035714285714286,0,24.324,90.35714285714286,50,0.0,-30.0,20.0,100,100,100,100.0,99.0,0,Medium
317,Weweso MA,Male,4,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.75,57.73,61.68,3.950000000000003,2,Not sure,Yes,30mins,Walking,Average,Good,Sports,,Average,30,4,,,,0,0,0.8928571428571429,1,48.553999999999995,89.28571428571429,50,,-30.0,44.26929392446634,50,100,100,80.0,90.0,2,Low
318,Shining Star Preparatory,Female,5A,SHS,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.99,86.34,33.35,3,No,No,1hr,Public transport,Good,Good,Academic/Clubs,Kofi Annan,High,60,5,A,,,0,0,0.9714285714285714,0,62.402,97.14285714285714,100,0.0,0.0,100.0,100,100,100,100.0,80.0,2,Low
319,Weweso MA,Male,6A,Tertiary,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.75,67.71,91.14,23.43000000000001,2,No,No,3min,Walking,Average,Poor,Arts & Performance,,Average,3,6,A,,,0,0,0.9,1,68.22600000000001,90.0,50,0.0,0.0,50.0,50,0,100,40.0,99.0,2,Low
320,Shining Star Preparatory,Female,JHS 1,SHS,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,46.61,77.0,30.39,3,Yes,Yes,120 minutes,Private transport,Good,Average,Passive screen time,Kofi Annan,High,120,7,,,JHS,0,0,0.9464285714285714,0,55.522000000000006,94.64285714285714,100,-30.0,-30.0,40.0,100,50,100,80.0,80.0,2,Low
321,Ayeduase RC,Female,6,SHS,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,0.8,1.0,1.0,50.31,5.47,-44.84,2,Yes,Sometimes,20 minutes,Private transport,Average,Average,Academic/Clubs,,Average,20,6,,,,0,0,0.9142857142857144,1,22.312,91.42857142857143,50,-30.0,,44.26929392446634,50,50,100,60.0,93.33333333333333,0,Medium
322,Weweso MA,Female,5B1,JHS,0.25,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,52.2,64.67,12.47,3,Not sure,Sometimes,20min,Walking,Good,Poor,Arts & Performance,,High,20,5,B,1.0,,0,0,0.8392857142857143,2,49.242000000000004,83.92857142857143,100,,,44.26929392446634,100,0,100,60.0,93.33333333333333,1,High
323,Ayeduase RC,Male,7B3,SHS,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,51.74,62.06,10.32,2,No,Sometimes,30min,Walking,Good,Good,Arts & Performance,,Average,30,7,B,3.0,,0,0,0.9678571428571429,0,47.584,96.78571428571429,50,0.0,,44.26929392446634,100,100,100,100.0,90.0,2,Low
324,Shining Star Preparatory,Female,5,Tertiary,0.6,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.19,82.51,30.32000000000001,3,No,No,4 minutes,Walking,Good,Average,Arts & Performance,Kofi Annan,High,4,5,,,,0,0,0.8964285714285715,1,59.94400000000001,89.64285714285715,100,0.0,0.0,100.0,100,50,100,80.0,98.66666666666667,2,Low
325,Ayeduase RC,Male,6B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0,51.49,3.08,-48.41,1,No,No,50 minutes,Walking,Good,Poor,Sports,,Low,50,6,B,2.0,,0,0,0.942857142857143,1,21.828000000000003,94.28571428571429,0,0.0,0.0,0.0,100,0,100,60.0,83.33333333333333,0,Medium
326,Ayeduase RC,Male,JHS 1,SHS,1.0,1.0,0.75,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.99,72.96,20.96999999999999,2,No,No,30 minutes,Walking,Average,Good,Arts & Performance,,Average,30,7,,,JHS,0,0,0.9392857142857143,1,54.174,93.92857142857143,50,0.0,0.0,50.0,50,100,100,80.0,90.0,2,Low
327,Ayeduase RC,Male,6,JHS,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,44.4,1.7,-42.7,2,No,Sometimes,60 minutes,Public transport,Good,Good,Academic/Clubs,,Average,60,6,,,,0,0,0.9249999999999999,1,18.44,92.5,50,0.0,,44.26929392446634,100,100,100,100.0,80.0,0,Medium
328,Ayeduase RC,Female,5A,Tertiary,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.5,1.0,1.0,55.77,5.33,-50.44,2,No,Sometimes,6 minutes,Walking,Average,Good,Passive screen time,,Average,6,5,A,,,0,0,0.85,2,24.440000000000005,85.0,50,0.0,,44.26929392446634,50,100,100,80.0,98.0,0,Medium
329,Ayeduase RC,Male,JHS 1,SHS,0.2,1.0,0.6,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.0,0.75,52.92,5.82080624727234,-47.09919375272766,2,Not sure,No,24 minutes,Public transport,Good,Average,Passive screen time,,Average,24,7,,,JHS,0,0,0.7964285714285714,2,23.49632249890894,79.64285714285714,50,,0.0,44.26929392446634,100,50,100,80.0,92.0,1,High
330,Ayeduase RC,Female,6B,SHS,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.25,0.75,1.0,1.0,52.39,3.3,-49.09,3,No,Yes,30mins,Walking,Poor,Average,Arts & Performance,,High,30,6,B,,,0,0,0.8928571428571429,1,22.276000000000003,89.28571428571429,100,0.0,-30.0,70.0,0,50,100,40.0,90.0,1,High
331,Ayeduase RC,Female,6B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,32.69,53.54,20.85,1,Not sure,Sometimes,10 minutes,Private transport,Good,Good,Academic/Clubs,,Low,10,6,B,2.0,,0,0,0.9821428571428571,0,38.662000000000006,98.21428571428571,0,,,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
332,Ayeduase RC,Male,5B,JHS,1.0,1.0,1.0,0.0,0.6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,57.16,5.78,-51.38,2,No,No,45 minutes,Public transport,Average,Poor,Sports,,Average,45,5,B,,,0,0,0.8285714285714285,2,25.176000000000002,82.85714285714285,50,0.0,0.0,50.0,50,0,100,40.0,85.0,1,High
333,Weweso MA,Female,5B2,Tertiary,1.0,1.0,0.5,1.0,1.0,0.6,1.0,0.8,0.0,1.0,1.0,1.0,1.0,0.8,53.39,2.05,-51.34,2,No,No,30 Minutes,Public transport,Good,Poor,Arts & Performance,,Average,30,5,B,2.0,,0,0,0.8357142857142856,1,22.176000000000002,83.57142857142857,50,0.0,0.0,50.0,100,0,100,60.0,90.0,1,High
334,Ayeduase RC,Male,7B3,JHS,1.0,0.8,0.4,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,47.52,71.11,23.59,2,No,Yes,5min,Walking,Good,Good,Academic/Clubs,,Average,5,7,B,3.0,,0,0,0.9071428571428571,1,52.17,90.71428571428571,50,0.0,-30.0,20.0,100,100,100,100.0,98.33333333333333,2,Low
335,Ayeduase RC,Male,7B3,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,53.29,94.47,41.18,2,Not sure,Sometimes,1 hour,Private transport,Good,Poor,Sports,,Average,60,7,B,3.0,,0,0,0.9428571428571428,1,67.34,94.28571428571428,50,,,44.26929392446634,100,0,100,60.0,80.0,2,Low
336,Ayeduase RC,Male,7B3,Tertiary,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.6,5.15,-47.45,2,Yes,No,20 minutes,Private transport,Good,Good,Academic/Clubs,,Average,20,7,B,3.0,,0,0,0.9285714285714286,1,23.1,92.85714285714286,50,-30.0,0.0,20.0,100,100,100,100.0,93.33333333333333,0,Medium
337,Ayeduase RC,Male,5B,Tertiary,1.0,0.5,0.6,0.2,1.0,1.0,0.2,1.0,0.5,1.0,1.0,1.0,0.0,1.0,52.21,9.474506333663207,-42.73549366633679,3,Yes,No,3 Minutes,Private transport,Average,Average,Academic/Clubs,,High,3,5,B,,,0,0,0.7142857142857143,3,24.673802533465285,71.42857142857143,100,-30.0,0.0,70.0,50,50,100,60.0,99.0,1,High
338,Weweso MA,Male,JHS 2,Tertiary,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,57.35,63.98,6.629999999999995,3,No,Sometimes,60 minutes,Public transport,Good,Good,Arts & Performance,,High,60,8,,,JHS,0,0,0.9035714285714286,2,49.858,90.35714285714286,100,0.0,,44.26929392446634,100,100,100,100.0,80.0,2,Low
339,Weweso MA,Female,JHS 1B1,SHS,0.0,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,57.65,69.54,11.89000000000001,2,No,Yes,90 minutes,Walking,Average,Good,Arts & Performance,,Average,90,7,B,1.0,JHS,0,0,0.7428571428571428,4,53.254000000000005,74.28571428571428,50,0.0,-30.0,20.0,50,100,100,80.0,80.0,1,High
340,Ayeduase RC,Female,6B,Tertiary,0.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.2,1.0,51.14,4.93,-46.21,1,No,Sometimes,1hr,Public transport,Average,Good,,,Low,60,6,B,,,0,0,0.7999999999999999,3,22.428000000000004,80.0,0,0.0,,44.26929392446634,50,100,0,60.0,80.0,1,High
341,Ayeduase RC,Male,4B2,JHS,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,42.87,3.47,-39.4,3,Not sure,Yes,25 minutes,Public transport,Good,Average,Arts & Performance,,High,25,4,B,2.0,,0,0,0.9678571428571429,0,18.536,96.78571428571429,100,,-30.0,44.26929392446634,100,50,100,80.0,91.66666666666667,0,Medium
342,Weweso MA,Female,JHS 1B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.27,6.04,-46.23,3,No,Yes,5min,Public transport,Average,Good,Sports,,High,5,7,B,2.0,JHS,0,0,1.0,0,23.324,100.0,100,0.0,-30.0,70.0,50,100,100,80.0,98.33333333333333,0,Medium
343,Ayeduase RC,Female,JHS 1,SHS,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,1.0,0.6,55.83,5.03,-50.8,2,No,Yes,30 minutes,Private transport,Good,Good,Arts & Performance,,Average,30,7,,,JHS,0,0,0.7964285714285715,2,24.344,79.64285714285715,50,0.0,-30.0,20.0,100,100,100,100.0,90.0,0,Medium
344,Ayeduase RC,Male,5B,Tertiary,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,52.96,100.0,47.04,2,Yes,Yes,5 Minutes,Walking,Good,Good,Passive screen time,,Average,5,5,B,,,0,0,0.9285714285714286,1,70.592,92.85714285714286,50,-30.0,-30.0,0.0,100,100,100,100.0,98.33333333333333,2,Low
345,Weweso MA,Male,5B1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.95,67.87,32.92,2,No,Sometimes,20min,Public transport,Good,Average,Academic/Clubs,,Average,20,5,B,1.0,,0,0,1.0,0,47.71200000000001,100.0,50,0.0,,44.26929392446634,100,50,100,80.0,93.33333333333333,2,Low
346,Weweso MA,Female,4B,JHS,0.4,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.4,1.0,52.72,5.11,-47.61,2,Not sure,Yes,5 minutes,Public transport,Good,Good,Arts & Performance,,Average,5,4,B,,,0,0,0.8500000000000002,2,23.132,85.00000000000001,50,,-30.0,44.26929392446634,100,100,100,100.0,98.33333333333333,0,Medium
347,Weweso MA,Female,JHS 1,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.42,4.68,-47.74,3,No,No,87 minutes,Private transport,Average,Average,Academic/Clubs,,High,87,7,,,JHS,0,0,0.9678571428571429,0,22.840000000000003,96.78571428571429,100,0.0,0.0,100.0,50,50,100,60.0,80.0,0,Medium
348,Weweso MA,Male,JHS 1B2,Tertiary,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.82,70.07,19.24999999999999,2,No,Yes,35 minutes,Public transport,Poor,Average,Passive screen time,,Average,35,7,B,2.0,JHS,0,0,0.9428571428571428,1,52.206,94.28571428571428,50,0.0,-30.0,20.0,0,50,100,40.0,88.33333333333333,2,Low
349,Ayeduase RC,Female,5B,SHS,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.75,47.1,86.06,38.96,2,Yes,No,30 minutes,Private transport,Poor,Good,Academic/Clubs,,Average,30,5,B,,,0,0,0.8857142857142858,2,61.056,88.57142857142858,50,-30.0,0.0,20.0,0,100,100,60.0,90.0,2,Low
350,Weweso MA,Female,6A,JHS,1.0,0.5,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.53,59.0,4.469999999999999,2,Not sure,No,20 minutes,Public transport,Poor,Poor,Academic/Clubs,,Average,20,6,A,,,0,0,0.8928571428571429,1,46.306000000000004,89.28571428571429,50,,0.0,44.26929392446634,0,0,100,20.0,93.33333333333333,1,High
351,Ayeduase RC,Male,JHS 1,SHS,0.0,1.0,1.0,1.0,0.8,0.5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,39.58,83.24,43.66,2,Yes,Yes,10 minutes,Public transport,Poor,Poor,Arts & Performance,,Average,10,7,,,JHS,0,0,0.8642857142857144,1,57.86,86.42857142857144,50,-30.0,-30.0,0.0,0,0,100,20.0,96.66666666666667,1,High
352,Ayeduase RC,Female,JHS 1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0,52.23,76.53,24.3,2,No,Sometimes,12 minutes,Public transport,Good,Good,Arts & Performance,,Average,12,7,,,JHS,0,0,0.8714285714285713,2,56.364000000000004,87.14285714285714,50,0.0,,44.26929392446634,100,100,100,100.0,96.0,2,Low
353,Ayeduase RC,Male,6B,SHS,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.0,60.4,69.09,8.690000000000005,2,Yes,No,21 minutes,Public transport,Poor,Good,Arts & Performance,,Average,21,6,B,,,0,0,0.85,2,53.534000000000006,85.0,50,-30.0,0.0,20.0,0,100,100,60.0,93.0,2,Low
354,Ayeduase RC,Male,6A,JHS,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,51.62,47.01,-4.609999999999999,3,Yes,Yes,50 minutes,Public transport,Good,Good,Arts & Performance,,High,50,6,A,,,0,0,0.9142857142857144,1,39.452,91.42857142857143,100,-30.0,-30.0,40.0,100,100,100,100.0,83.33333333333333,0,Medium
355,Weweso MA,Female,JHS 1,SHS,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.8,1.0,0.0,1.0,51.74,4.56,-47.18,3,Not sure,No,1 hour,Public transport,Good,Good,Arts & Performance,,High,60,7,,,JHS,0,0,0.8285714285714286,3,22.520000000000003,82.85714285714286,100,,0.0,44.26929392446634,100,100,100,100.0,80.0,0,Medium
356,Weweso MA,Male,JHS 1B2,SHS,0.6,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.25,0.2,52.61,43.32,-9.29,1,Not sure,No,10 minutes,Private transport,Good,Good,,,Low,10,7,B,2.0,JHS,0,0,0.7178571428571427,3,38.372,71.78571428571428,0,,0.0,44.26929392446634,100,100,0,80.0,96.66666666666667,1,High
357,Ayeduase RC,Female,5B1,Tertiary,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,52.08,71.52,19.44,3,No,No,60min,Public transport,Good,Poor,Passive screen time,,High,60,5,B,1.0,,0,0,0.9428571428571428,1,53.327999999999996,94.28571428571428,100,0.0,0.0,100.0,100,0,100,60.0,80.0,2,Low
358,Ayeduase RC,Female,4,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.96,72.37,42.41,3,No,No,3 minutes,Public transport,Good,Good,Arts & Performance,,High,3,4,,,,0,0,1.0,0,49.414,100.0,100,0.0,0.0,100.0,100,100,100,100.0,99.0,2,Low
359,Weweso MA,Male,4,SHS,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,58.91,3.34,-55.56999999999999,1,No,No,60min,Private transport,Average,Good,Academic/Clubs,,Low,60,4,,,,0,0,0.8785714285714287,1,24.9,87.85714285714286,0,0.0,0.0,0.0,50,100,100,80.0,80.0,0,Medium
360,Weweso MA,Female,6B,Tertiary,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,51.05,65.56,14.51000000000001,3,No,No,1 minute,Walking,Good,Good,Arts & Performance,,High,1,6,B,,,0,0,0.7142857142857143,4,49.54600000000001,71.42857142857143,100,0.0,0.0,100.0,100,100,100,100.0,99.66666666666667,1,High
361,Ayeduase RC,Female,4A,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.0,1.0,1.0,51.06,80.66,29.59999999999999,3,No,No,30mins,Public transport,Good,Good,Arts & Performance,,High,30,4,A,,,0,0,0.8714285714285713,2,58.608000000000004,87.14285714285714,100,0.0,0.0,100.0,100,100,100,100.0,90.0,2,Low
362,Ayeduase RC,Female,7B1,SHS,1.0,0.4,0.75,1.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0,1.0,0.2,1.0,53.23,54.43,1.200000000000003,2,No,No,7 minutes,Public transport,Good,Poor,Sports,,Average,7,7,B,1.0,,0,0,0.7821428571428571,3,43.30400000000001,78.21428571428571,50,0.0,0.0,50.0,100,0,100,60.0,97.66666666666667,1,High
363,Ayeduase RC,Male,4,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.91,86.69,32.78,3,Not sure,No,10 minutes,Private transport,Average,Average,Academic/Clubs,,High,10,4,,,,0,0,1.0,0,62.79600000000001,100.0,100,,0.0,44.26929392446634,50,50,100,60.0,96.66666666666667,2,Low
364,Ayeduase RC,Male,6A,SHS,1.0,1.0,1.0,1.0,0.8,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,52.3,71.99,19.69,3,No,Yes,10 Minutes,Walking,Poor,Poor,Arts & Performance,,High,10,6,A,,,0,0,0.8428571428571429,2,53.654,84.28571428571429,100,0.0,-30.0,70.0,0,0,100,20.0,96.66666666666667,1,High
365,Ayeduase RC,Male,6A,SHS,0.8,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,59.59,2.41,-57.18000000000001,3,No,Yes,10 minutes,Private transport,Good,Good,Passive screen time,,High,10,6,A,,,0,0,0.9107142857142857,1,24.8,91.07142857142857,100,0.0,-30.0,70.0,100,100,100,100.0,96.66666666666667,0,Medium
366,Ayeduase RC,Female,JHS 1,JHS,1.0,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,71.25,74.23,2.980000000000004,2,No,Yes,30 minutes,Walking,Average,Poor,Sports,,Average,30,7,,,JHS,0,0,0.8142857142857142,3,58.78800000000001,81.42857142857142,50,0.0,-30.0,20.0,50,0,100,40.0,90.0,1,High
367,Ayeduase RC,Male,5A,SHS,0.2,0.8,0.6,1.0,0.6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,53.5,6.72,-46.78,3,No,Sometimes,9 minutes,Private transport,Average,Poor,Academic/Clubs,,High,9,5,A,,,0,0,0.7821428571428571,2,24.088,78.21428571428571,100,0.0,,44.26929392446634,50,0,100,40.0,97.0,1,High
368,Ayeduase RC,Male,4A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,40.15,60.07,19.92,2,Yes,Yes,60 minutes,Walking,Good,Good,Arts & Performance,,Average,60,4,A,,,0,0,0.875,2,44.072,87.5,50,-30.0,-30.0,0.0,100,100,100,100.0,80.0,2,Low
369,Ayeduase RC,Female,7B3,Tertiary,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,1.0,52.14,80.47,28.33,2,Yes,No,1hr,Private transport,Good,Good,Arts & Performance,,Average,60,7,B,3.0,,0,0,0.8785714285714284,1,58.71000000000001,87.85714285714285,50,-30.0,0.0,20.0,100,100,100,100.0,80.0,2,Low
370,Weweso MA,Male,JHS 2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.99,4.41,-48.58,3,Yes,Yes,30 minutes,Walking,Good,Good,Academic/Clubs,,High,30,8,,,JHS,0,0,1.0,0,22.96,100.0,100,-30.0,-30.0,40.0,100,100,100,100.0,90.0,0,Medium
371,Weweso MA,Female,JHS 1,Tertiary,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,1.0,52.03,55.53,3.5,3,Not sure,Sometimes,1hr,Private transport,Good,Good,Sports,,High,60,7,,,JHS,0,0,0.925,1,43.724000000000004,92.5,100,,,44.26929392446634,100,100,100,100.0,80.0,2,Low
372,Ayeduase RC,Male,4B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,51.81,93.53,41.72,1,No,No,30 minutes,Public transport,Good,Poor,,,Low,30,4,B,,,0,0,0.8571428571428571,2,66.48,85.71428571428571,0,0.0,0.0,0.0,100,0,0,40.0,90.0,2,Low
373,Ayeduase RC,Female,JHS 1,JHS,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,52.15,5.84,-46.31,2,No,No,20 minutes,Walking,Poor,Good,Sports,,Average,20,7,,,JHS,0,0,0.8571428571428571,2,23.195999999999998,85.71428571428571,50,0.0,0.0,50.0,0,100,100,60.0,93.33333333333333,1,High
374,Ayeduase RC,Female,JHS 1,SHS,1.0,0.0,1.0,0.6,0.5,1.0,1.0,0.8,1.0,1.0,1.0,0.75,1.0,1.0,52.52,4.3,-48.22000000000001,3,Yes,Sometimes,4 Minutes,Walking,Good,Good,Academic/Clubs,,High,4,7,,,JHS,0,0,0.8321428571428571,1,22.728,83.21428571428571,100,-30.0,,44.26929392446634,100,100,100,100.0,98.66666666666667,0,Medium
375,Weweso MA,Male,4A,Tertiary,0.75,0.6,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,52.79,4.28,-48.51,2,Yes,Sometimes,45 minutes,Public transport,Good,Poor,Arts & Performance,,Average,45,4,A,,,0,0,0.9178571428571428,0,22.828,91.78571428571428,50,-30.0,,44.26929392446634,100,0,100,60.0,85.0,0,Medium
376,Ayeduase RC,Male,7B3,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,52.57,62.61,10.04,2,No,Yes,10 minutes,Private transport,Poor,Average,Arts & Performance,,Average,10,7,B,3.0,,0,0,0.9107142857142857,1,48.080000000000005,91.07142857142857,50,0.0,-30.0,20.0,0,50,100,40.0,96.66666666666667,2,Low
377,Ayeduase RC,Female,5B,Tertiary,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,51.29,62.9,11.61,3,No,No,30min,Walking,Good,Average,Arts & Performance,,High,30,5,B,,,0,0,0.9464285714285714,0,47.998000000000005,94.64285714285714,100,0.0,0.0,100.0,100,50,100,80.0,90.0,2,Low
378,Ayeduase RC,Female,5B2,JHS,1.0,0.8,1.0,0.6,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,53.96,80.42,26.46,1,Yes,Yes,15min,Public transport,Good,Good,Passive screen time,,Low,15,5,B,2.0,,0,0,0.8714285714285716,1,59.044000000000004,87.14285714285715,0,-30.0,-30.0,0.0,100,100,100,100.0,95.0,2,Low
379,Weweso MA,Male,6B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.78,5.06,-43.72,2,Not sure,No,30 minutes,Walking,Good,Poor,Arts & Performance,,Average,30,6,B,,,0,0,0.9285714285714286,1,21.536,92.85714285714286,50,,0.0,44.26929392446634,100,0,100,60.0,90.0,0,Medium
380,Ayeduase RC,Female,4,SHS,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.93,77.98,26.05,3,No,Yes,35 minutes,Public transport,Average,Average,Arts & Performance,,High,35,4,,,,0,0,0.9714285714285714,0,57.17400000000001,97.14285714285714,100,0.0,-30.0,70.0,50,50,100,60.0,88.33333333333333,2,Low
381,Ayeduase RC,Male,6A,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,39.46,67.69,28.23,2,No,No,50min,Walking,Average,Good,,,Average,50,6,A,,,0,0,0.9821428571428571,0,48.506,98.21428571428571,50,0.0,0.0,50.0,50,100,0,60.0,83.33333333333333,2,Low
382,Ayeduase RC,Female,7B2,JHS,0.75,0.2,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.4,1.0,1.0,1.0,51.45,8.07,-43.38,3,Not sure,No,12 minutes,Walking,Good,Good,Arts & Performance,,High,12,7,B,2.0,,0,0,0.8392857142857143,2,23.808000000000003,83.92857142857143,100,,0.0,44.26929392446634,100,100,100,100.0,96.0,0,Medium
